"","Player","Game","Team","Cmp","PassAtt","PassYds","PassTD","PassInt","Sk","YdsLost","PassLng","Rate","RushAtt","RushYds","RushTD","RushLng","Tgt","Rec","RecYds","RecTD","RecLng","Fmb","FL","FirstDPass","FirstDPassPer","IAY","IAYPerPA","CAY","CAYPerCmp","CAYPerPA","PassYAC","YACPerCmp","PassDrops","DropPer","BadThrow","BadPer","Bltz","Hrry","Hits","Prss","PrssPer","Scrm","YdsPerScr","FirstDRush","RushYBC","YBCPerAtt","RushYAC","YACPerAtt","RushBrkTkl","AttPerBr","FirstDRec","RecYBC","YBCPerR","RecYAC","YACPerR","ADOT","RecBrkTkl","RecPerBr","RecDrop","DropPerRec","RecInt","Rat"
"4083","Duke Johnson","202012060htx","HOU","0","0","0","0","0","0","0","0","","2","8","0","4","6","6","24","0","9","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","4","2.0","4","2.0","0","","1","2","0.3","22","3.7","0.3","0","","0","0.0","0","83.3"
"4084","Jack Doyle","202012060htx","IND","0","0","0","0","0","0","0","0","","0","0","0","0","1","1","12","0","12","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","4","4.0","8","8.0","4.0","0","","0","0.0","0","116.7"
"4085","Jacoby Brissett","202012060htx","IND","0","0","0","0","0","0","0","0","","2","1","0","2","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","-1","-0.5","2","1.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4086","Jonathan Taylor","202012060htx","IND","0","0","0","0","0","0","0","0","","13","91","0","24","3","3","44","1","39","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","52","4.0","39","3.0","3","4.3","1","9","3.0","35","11.7","3.0","0","","0","0.0","0","158.3"
"4087","Jordan Akins","202012060htx","HOU","0","0","0","0","0","0","0","0","","0","0","0","0","3","2","10","0","9","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","4","2.0","6","3.0","7.3","0","","0","0.0","0","71.5"
"4088","Jordan Wilkins","202012060htx","IND","0","0","0","0","0","0","0","0","","5","12","0","5","2","2","6","0","11","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","6","1.2","6","1.2","1","5.0","","-10","-5.0","16","8.0","-5.0","0","","0","0.0","0","79.2"
"4089","Kahale Warring","202012060htx","HOU","0","0","0","0","0","0","0","0","","0","0","0","0","1","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","","0","","16.0","0","","0","0.0","0","39.6"
"4090","Keke Coutee","202012060htx","HOU","0","0","0","0","0","0","0","0","","0","0","0","0","9","8","141","0","64","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","98","12.3","43","5.4","12.7","2","4.0","0","0.0","0","118.7"
"4091","Michael Pittman Jr.","202012060htx","IND","0","0","0","0","0","0","0","0","","0","0","0","0","5","5","46","0","13","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","16","3.2","30","6.0","3.2","0","","0","0.0","0","105.0"
"4092","Mo Alie-Cox","202012060htx","IND","0","0","0","0","0","0","0","0","","0","0","0","0","5","3","23","0","17","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","6","2.0","17","5.7","6.0","0","","0","0.0","0","71.2"
"4093","Nyheim Hines","202012060htx","IND","0","0","0","0","0","0","0","0","","6","10","1","5","3","3","22","0","9","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","4","0.7","6","1.0","0","","0","9","3.0","13","4.3","3.0","0","","0","0.0","0","97.2"
"4094","Philip Rivers","202012060htx","IND","27","35","285","2","0","3","23","39","119.3","2","-2","0","-1","0","0","0","0","0","0","0","15","39.5","189","5.4","124","4.6","3.5","161","6.0","2","5.7%","3","8.6%","14","1","2","6","15.8%","0","","0","-2","-1.0","0","0.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4095","T.Y. Hilton","202012060htx","IND","0","0","0","0","0","0","0","0","","0","0","0","0","11","8","110","1","21","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","79","9.9","31","3.9","8.9","1","8.0","1","9.1","0","134.7"
"4096","Trey Burton","202012060htx","IND","0","0","0","0","0","0","0","0","","0","0","0","0","3","1","11","0","11","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","4","4.0","7","7.0","8.7","0","","1","33.3","0","45.1"
"4097","Zach Pascal","202012060htx","IND","0","0","0","0","0","0","0","0","","0","0","0","0","1","1","11","0","11","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","7","7.0","4","4.0","7.0","0","","0","0.0","0","112.5"
"4098","A.J. McCarron","202012130chi","HOU","0","0","0","0","0","1","12","0","","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4099","Allen Robinson","202012130chi","CHI","0","0","0","0","0","0","0","0","","0","0","0","0","13","9","123","1","35","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","76","8.4","47","5.2","8.2","0","","1","7.7","0","124.8"
"4100","Anthony Miller","202012130chi","CHI","0","0","0","0","0","0","0","0","","0","0","0","0","2","2","16","0","10","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","1.0","14","7.0","1.0","0","","0","0.0","0","100.0"
"4101","Buddy Howell","202012130chi","HOU","0","0","0","0","0","0","0","0","","11","42","0","9","2","1","3","0","3","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","29","2.6","13","1.2","0","","0","-4","-4.0","7","7.0","9.5","0","","1","50.0","0","56.2"
"4102","C.J. Prosise","202012130chi","HOU","0","0","0","0","0","0","0","0","","1","2","0","2","1","1","10","0","10","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2","2.0","0","0.0","0","","","3","3.0","7","7.0","3.0","0","","0","0.0","0","108.3"
"4103","Chad Hansen","202012130chi","HOU","0","0","0","0","0","0","0","0","","0","0","0","0","7","7","56","0","15","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","51","7.3","5","0.7","7.3","0","","0","0.0","0","100.0"
"4104","Cole Kmet","202012130chi","CHI","0","0","0","0","0","0","0","0","","0","0","0","0","7","4","41","0","16","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","9","2.3","32","8.0","3.6","1","4.0","1","14.3","0","74.1"
"4105","Cordarrelle Patterson","202012130chi","CHI","0","0","0","0","0","0","0","0","","6","26","0","12","1","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","6","1.0","20","3.3","2","3.0","0","0","","0","","20.0","0","","0","0.0","0","39.6"
"4106","Darnell Mooney","202012130chi","CHI","0","0","0","0","0","0","0","0","","1","5","0","5","2","2","22","1","12","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","5","5.0","0","0.0","0","","2","-5","-2.5","27","13.5","-2.5","0","","0","0.0","0","152.1"
"4107","Darren Fells","202012130chi","HOU","0","0","0","0","0","0","0","0","","0","0","0","0","1","1","15","0","15","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1.0","14","14.0","1.0","0","","0","0.0","0","118.7"
"4108","David Montgomery","202012130chi","CHI","0","0","0","0","0","0","0","0","","11","113","1","80","4","3","42","0","18","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","29","2.6","84","7.6","4","2.8","2","-6","-2.0","48","16.0","-1.5","0","","0","0.0","0","108.3"
"4109","Deshaun Watson","202012130chi","HOU","21","30","219","1","0","6","52","48","101.9","7","38","0","14","0","0","0","0","0","0","0","10","27.8","200","6.7","100","4.8","3.3","119","5.7","2","7.4%","3","11.1%","9","4","4","14","33.3%","6","6.5","3","37","5.3","1","0.1","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4110","Duke Johnson","202012130chi","HOU","0","0","0","0","0","0","0","0","","8","26","0","10","2","2","53","0","48","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","10","1.3","16","2.0","2","4.0","1","1","0.5","52","26.0","0.5","0","","0","0.0","0","118.7"
"4111","Javon Wims","202012130chi","CHI","0","0","0","0","0","0","0","0","","1","2","0","2","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","1","1.0","1","1.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4112","Jimmy Graham","202012130chi","CHI","0","0","0","0","0","0","0","0","","0","0","0","0","4","4","23","1","12","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1","0.3","22","5.5","0.3","0","","0","0.0","0","130.2"
"4113","Jordan Akins","202012130chi","HOU","0","0","0","0","0","0","0","0","","0","0","0","0","6","3","20","0","8","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","13","4.3","7","2.3","6.7","0","","1","16.7","0","57.6"
"4114","Keke Coutee","202012130chi","HOU","0","0","0","0","0","0","0","0","","0","0","0","0","3","3","24","1","11","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","5","1.7","19","6.3","1.7","0","","0","0.0","0","139.6"
"4115","Mitchell Trubisky","202012130chi","CHI","24","33","267","3","0","3","26","35","126.7","4","23","0","9","0","0","0","0","0","0","0","17","47.2","144","4.4","77","3.2","2.3","190","7.9","2","6.1%","4","12.1%","12","2","2","7","17.9%","3","6.0","0","14","3.5","9","2.3","1","4.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4116","Steven Mitchell","202012130chi","HOU","0","0","0","0","0","0","0","0","","0","0","0","0","5","3","38","0","15","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","30","10.0","8","2.7","13.0","0","","0","0.0","0","83.7"
"4117","Brandin Cooks","202012200clt","HOU","0","0","0","0","0","0","0","0","","0","0","0","0","7","6","59","0","16","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","53","8.8","6","1.0","10.7","0","","0","0.0","0","101.8"
"4118","Buddy Howell","202012200clt","HOU","0","0","0","0","0","0","0","0","","5","22","0","7","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","15","3.0","7","1.4","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4119","Chad Hansen","202012200clt","HOU","0","0","0","0","0","0","0","0","","0","0","0","0","3","2","55","1","38","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","38","19.0","17","8.5","15.0","0","","0","0.0","0","149.3"
"4120","David Johnson","202012200clt","HOU","0","0","0","0","0","0","0","0","","8","27","0","8","11","11","106","0","31","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","22","2.8","5","0.6","0","","4","36","3.3","70","6.4","3.3","0","","0","0.0","0","106.8"
"4121","Deshaun Watson","202012200clt","HOU","33","41","373","2","0","5","31","38","120.8","6","25","0","9","0","0","0","0","0","1","1","17","37.0","313","7.6","233","7.1","5.7","140","4.2","1","2.6%","3","7.9%","7","9","3","17","34.7%","3","5.3","3","17","2.8","8","1.3","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4122","Jack Doyle","202012200clt","IND","0","0","0","0","0","0","0","0","","0","0","0","0","2","2","14","0","7","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","7","3.5","7","3.5","3.5","0","","0","0.0","0","95.8"
"4123","Jacoby Brissett","202012200clt","IND","0","1","0","0","0","0","0","0","39.6","1","2","0","2","0","0","0","0","0","0","0","0","0.0","17","17.0","0","","0.0","0","","0","0.0%","1","100.0%","0","0","0","0","0.0%","0","","1","1","1.0","1","1.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4124","Jonathan Taylor","202012200clt","IND","0","0","0","0","0","0","0","0","","16","83","1","14","5","4","12","0","7","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","38","2.4","45","2.8","0","","0","-10","-2.5","22","5.5","1.8","0","","0","0.0","0","79.2"
"4125","Jordan Akins","202012200clt","HOU","0","0","0","0","0","0","0","0","","0","0","0","0","6","5","50","0","20","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","40","8.0","10","2.0","7.3","0","","1","16.7","0","101.4"
"4126","Kahale Warring","202012200clt","HOU","0","0","0","0","0","0","0","0","","0","0","0","0","2","2","32","0","23","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","25","12.5","7","3.5","12.5","0","","0","0.0","0","118.7"
"4127","Keke Coutee","202012200clt","HOU","0","0","0","0","0","0","0","0","","0","0","0","0","7","5","53","1","15","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","33","6.6","20","4.0","8.6","1","5.0","0","0.0","0","132.7"
"4128","Michael Pittman Jr.","202012200clt","IND","0","0","0","0","0","0","0","0","","0","0","0","0","3","2","19","0","13","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","10","5.0","9","4.5","9.0","0","","0","0.0","0","84.0"
"4129","Mo Alie-Cox","202012200clt","IND","0","0","0","0","0","0","0","0","","0","0","0","0","2","2","14","0","10","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","7","3.5","7","3.5","3.5","0","","0","0.0","0","95.8"
"4130","Nyheim Hines","202012200clt","IND","0","0","0","0","0","0","0","0","","5","43","0","23","3","2","11","0","9","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","22","4.4","21","4.2","1","5.0","0","-4","-2.0","15","7.5","-1.0","0","","0","0.0","0","72.9"
"4131","Pharaoh Brown","202012200clt","HOU","0","0","0","0","0","0","0","0","","0","0","0","0","1","1","11","0","11","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","5","5.0","6","6.0","5.0","0","","0","0.0","0","112.5"
"4132","Philip Rivers","202012200clt","IND","22","28","228","2","0","1","5","41","124.4","1","-1","0","-1","0","0","0","0","0","0","0","10","34.5","182","6.5","125","5.7","4.5","103","4.7","1","3.6%","3","10.7%","9","2","2","5","17.2%","0","","0","-1","-1.0","0","0.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4133","Scottie Phillips","202012200clt","HOU","0","0","0","0","0","0","0","0","","2","9","0","5","1","1","7","0","7","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","5","2.5","4","2.0","0","","","3","3.0","4","4.0","3.0","0","","0","0.0","0","95.8"
"4134","T.Y. Hilton","202012200clt","IND","0","0","0","0","0","0","0","0","","0","0","0","0","6","4","71","0","41","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","53","13.3","18","4.5","12.7","0","","0","0.0","0","106.9"
"4135","Trey Burton","202012200clt","IND","0","0","0","0","0","0","0","0","","0","0","0","0","2","1","8","0","8","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2.0","6","6.0","5.0","0","","1","50.0","0","60.4"
"4136","Zach Pascal","202012200clt","IND","0","0","0","0","0","0","0","0","","0","0","0","0","6","5","79","2","26","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","60","12.0","19","3.8","11.0","0","","0","0.0","0","158.3"
"4137","A.J. Green","202012270htx","CIN","0","0","0","0","0","0","0","0","","0","0","0","0","7","4","64","0","33","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","55","13.8","9","2.3","16.6","0","","0","0.0","0","87.8"
"4138","Alex Erickson","202012270htx","CIN","0","1","0","0","0","0","0","0","39.6","0","0","0","0","6","6","88","0","42","0","0","0","0.0","21","21.0","0","","0.0","0","","0","0.0%","1","100.0%","1","0","1","1","100.0%","0","",NA,NA,NA,NA,NA,NA,NA,"4","54","9.0","34","5.7","9.0","0","","0","0.0","0","118.7"
"4139","Brandin Cooks","202012270htx","HOU","0","0","0","0","0","0","0","0","","0","0","0","0","10","7","141","1","50","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","104","14.9","37","5.3","17.3","2","3.5","0","0.0","0","145.8"
"4140","Brandon Allen","202012270htx","CIN","29","37","371","2","0","0","0","42","126.5","2","3","0","4","0","0","0","0","0","0","0","18","48.6","308","8.3","184","6.3","5.0","187","6.4","2","5.4%","2","5.4%","11","0","3","3","8.1%","0","","0","3","1.5","0","0.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4141","Chad Hansen","202012270htx","HOU","0","0","0","0","0","0","0","0","","0","0","0","0","3","1","8","0","8","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","11","11.0","-3","-3.0","15.7","0","","1","33.3","0","42.4"
"4142","Charlie Heck","202012270htx","HOU","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","8","0","8","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4143","Darren Fells","202012270htx","HOU","0","0","0","0","0","0","0","0","","0","0","0","0","2","1","22","1","22","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","11","11.0","11","11.0","12.5","2","0.5","0","0.0","0","129.2"
"4144","David Johnson","202012270htx","HOU","0","0","0","0","0","0","0","0","","12","128","1","48","3","3","11","1","12","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","79","6.6","49","4.1","2","6.0","1","-7","-2.3","18","6.0","-2.3","0","","0","0.0","0","121.5"
"4145","Deshaun Watson","202012270htx","HOU","24","33","324","3","0","1","2","50","133.9","5","38","0","14","0","0","0","0","0","2","1","14","41.2","339","10.3","186","7.8","5.6","138","5.8","1","3.0%","5","15.2%","6","2","6","9","24.3%","3","11.0","3","19","3.8","19","3.8","2","2.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4146","Drew Sample","202012270htx","CIN","0","0","0","0","0","0","0","0","","0","0","0","0","1","1","8","1","8","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1.0","7","7.0","1.0","0","","0","0.0","0","139.6"
"4147","Giovani Bernard","202012270htx","CIN","0","0","0","0","0","0","0","0","","16","65","0","11","8","7","66","0","28","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","31","1.9","34","2.1","4","4.0","2","-2","-0.3","68","9.7","2.4","0","","0","0.0","0","101.0"
"4148","Jordan Akins","202012270htx","HOU","0","0","0","0","0","0","0","0","","0","0","0","0","4","4","39","0","15","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","19","4.8","20","5.0","4.8","1","4.0","0","0.0","0","107.3"
"4149","Kahale Warring","202012270htx","HOU","0","0","0","0","0","0","0","0","","0","0","0","0","3","1","3","0","3","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2","2.0","1","1.0","3.7","0","","0","0.0","0","42.4"
"4150","Keke Coutee","202012270htx","HOU","0","0","0","0","0","0","0","0","","0","0","0","0","5","5","54","0","17","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","36","7.2","18","3.6","7.2","0","","0","0.0","0","111.7"
"4151","Max Scharping","202012270htx","HOU","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","7","0","7","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4152","Mike Thomas","202012270htx","CIN","0","0","0","0","0","0","0","0","","0","0","0","0","1","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","","0","","4.0","0","","0","0.0","0","39.6"
"4153","Pharaoh Brown","202012270htx","HOU","0","0","0","0","0","0","0","0","","0","0","0","0","1","1","29","0","29","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","8","8.0","21","21.0","8.0","2","0.5","0","0.0","0","118.7"
"4154","Samaje Perine","202012270htx","CIN","0","0","0","0","0","0","0","0","","13","95","2","46","4","4","41","0","15","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","34","2.6","61","4.7","3","4.3","3","-16","-4.0","57","14.3","-4.0","3","1.3","0","0.0","0","109.4"
"4155","Steven Mitchell","202012270htx","HOU","0","0","0","0","0","0","0","0","","0","0","0","0","2","1","2","0","2","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2","2.0","0","0.0","13.5","0","","0","0.0","0","56.2"
"4156","Tee Higgins","202012270htx","CIN","0","0","0","0","0","0","0","0","","0","0","0","0","9","6","99","1","30","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","88","14.7","11","1.8","15.4","1","6.0","1","11.1","0","140.5"
"4157","Trayveon Williams","202012270htx","CIN","0","0","0","0","0","0","0","0","","2","6","0","6","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","0.0","6","3.0","2","1.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4158","Trenton Irwin","202012270htx","CIN","0","0","0","0","0","0","0","0","","0","0","0","0","2","1","5","0","5","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","4","4.0","1","1.0","6.0","0","","1","50.0","0","56.2"
"4159","A.J. Brown","202101030htx","TEN","0","0","0","0","0","0","0","0","","0","0","0","0","11","10","151","1","52","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","117","11.7","34","3.4","11.6","0","","0","0.0","0","149.1"
